1,0,6,8,27,1,5,17,11,4,35,53
1,0,3,5,29,1,5,19,0,3,51,48
1,0,6,5,25,1,5,19,18,1,36,45
1,0,1,6,25,1,5,18,46,2,34,36
1,0,2,10,26,1,5,18,59,3,40,38
1,0,6,7,27,1,5,18,8,3,44,41
1,0,7,10,26,1,5,17,46,3,39,48
1,0,7,3,29,1,5,19,29,4,33,47
1,0,5,9,29,1,5,19,35,2,54,36
1,0,7,5,28,1,5,17,45,1,51,53
1,0,0,1,25,1,5,19,53,4,54,33
1,0,5,3,26,1,5,17,43,1,41,37
1,0,7,7,25,1,5,19,17,2,54,35
1,0,4,6,28,1,5,17,36,1,47,46
1,0,6,5,26,1,5,17,17,2,46,30
1,0,0,10,26,1,5,17,46,3,43,36
1,0,5,7,29,1,5,19,42,1,41,50
1,0,6,6,27,1,5,17,48,2,43,48
1,0,2,9,28,1,5,17,14,2,33,54
1,0,1,4,27,1,5,18,58,1,49,50
1,0,4,2,27,1,5,9,5,1,32,52
1,0,7,5,29,1,5,9,1,3,32,54
1,0,4,1,26,1,5,7,18,5,44,45
1,0,3,5,27,1,5,9,15,2,46,41
1,0,3,2,25,1,5,8,35,3,37,49
1,0,4,5,25,1,5,7,54,1,37,37
1,0,1,7,28,1,5,7,7,4,32,49
1,0,1,7,26,1,5,8,54,3,53,43
1,0,4,6,26,1,5,9,38,3,47,33
1,0,3,9,29,1,5,8,31,1,54,46
1,0,2,7,29,1,5,9,12,4,46,36
1,0,6,8,27,1,5,9,49,4,46,33
1,0,1,5,25,1,5,9,52,4,50,32
1,0,0,1,25,1,5,7,56,2,51,53
1,0,7,2,29,1,5,9,6,3,41,36
1,0,2,9,27,1,5,7,46,2,32,34
1,0,7,8,26,1,5,9,3,3,51,30
1,0,0,4,26,1,5,8,36,1,40,35
1,0,4,8,28,1,5,8,59,3,39,30
1,0,5,4,25,1,5,8,18,5,46,32
1,0,1,9,27,1,5,13,23,3,46,49
1,0,7,1,29,1,5,13,7,2,47,30
1,0,2,9,29,1,5,13,33,5,50,51
1,0,2,10,25,1,5,13,11,1,38,50
1,0,5,2,26,1,5,13,21,4,38,47
1,0,6,8,26,1,5,12,52,3,48,45
1,0,5,1,28,1,5,12,28,1,48,36
1,0,0,2,28,1,5,12,5,3,54,37
1,0,2,8,26,1,5,12,26,3,50,30
1,0,5,6,28,1,5,12,23,5,51,53
1,0,6,8,27,1,5,17,11,4,35,53
1,0,3,5,29,1,5,19,0,3,51,48
1,0,6,5,25,1,5,19,18,1,36,45
1,0,1,6,25,1,5,18,46,2,34,36
1,0,2,10,26,1,5,18,59,3,40,38
1,0,6,7,27,1,5,18,8,3,44,41
1,0,7,10,26,1,5,17,46,3,39,48
1,0,7,3,29,1,5,19,29,4,33,47
1,0,5,9,29,1,5,19,35,2,54,36
1,0,7,5,28,1,5,17,45,1,51,53
1,0,0,1,25,1,5,19,53,4,54,33
1,0,5,3,26,1,5,17,43,1,41,37
1,0,7,7,25,1,5,19,17,2,54,35
1,0,4,6,28,1,5,17,36,1,47,46
1,0,6,5,26,1,5,17,17,2,46,30
1,0,0,10,26,1,5,17,46,3,43,36
1,0,5,7,29,1,5,19,42,1,41,50
1,0,6,6,27,1,5,17,48,2,43,48
1,0,2,9,28,1,5,17,14,2,33,54
1,0,1,4,27,1,5,18,58,1,49,50
1,0,4,2,27,1,5,9,5,1,32,52
1,0,7,5,29,1,5,9,1,3,32,54
1,0,4,1,26,1,5,7,18,5,44,45
1,0,3,5,27,1,5,9,15,2,46,41
1,0,3,2,25,1,5,8,35,3,37,49
1,0,4,5,25,1,5,7,54,1,37,37
1,0,1,7,28,1,5,7,7,4,32,49
1,0,1,7,26,1,5,8,54,3,53,43
1,0,4,6,26,1,5,9,38,3,47,33
1,0,3,9,29,1,5,8,31,1,54,46
